a[]: 
Total: 
(3.91407e-11,0)
(0.00252902,0)
(0.00283413,0)
(0.00345158,0)
(0.00452017,0)
(0.00681977,0)
(0.000751574,0)
(0.00249647,0)
(0.00109619,0)
(0.00478169,0)
(179200,0)
(0.00146723,0)
(0.00806189,0)
(0.00080069,0)
(0.0059408,0)
(0.00107313,0)
(0.000926132,0)
(0.000374324,0)
(0.0141523,0)
(0.00524984,0)
(0.0112994,0)
(0.00575278,0)
(0.00131807,0)
(0.000252293,0)
(0.00705697,0)
(0.000978831,0)
(0.00394836,0)
(0.0040949,0)
(0.0030395,0)
(0.0101602,0)
(7680.01,0)
(0.0109023,0)
(0.00582338,0)
(0.0105068,0)
(0.000200129,0)
(0.000876372,0)
(0.00192345,0)
(0.00184288,0)
(0.0119522,0)
(0.00171576,0)
(0.00372472,0)
(0.00393807,0)
(0.00892006,0)
(0.00336661,0)
(0.00135298,0)
(0.00910114,0)
(0.0120786,0)
(0.000647782,0)
(0.00253566,0)
(0.00242341,0)
(0.00598389,0)
(0.00140324,0)
(0.00312598,0)
(0.00128986,0)
(0.011473,0)
(0.00430348,0)
(0.0167395,0)
(0.0084943,0)
(0.00408548,0)
(0.00829234,0)
(51200,0)
(0.00761496,0)
(0.00322507,0)
(0.00340164,0)
(0.00809512,0)
(0.00738775,0)
(0.0110606,0)
(0.00276395,0)
(0.00134634,0)
(0.00222713,0)
(0.0034452,0)
(0.00586729,0)
(0.0083858,0)
(0.00561943,0)
(0.00202754,0)
(10240,0)
(0.00998354,0)
(0.00838035,0)
(0.000213234,0)
(0.00390263,0)
(0.000277887,0)
(0.00118051,0)
(0.00652461,0)
(0.0107687,0)
(0.0015766,0)
(0.00663681,0)
(0.00217077,0)
(0.00944859,0)
(0.00584054,0)
(0.000881171,0)
(12800,0)
(0.00412697,0)
(0.00750622,0)
(0.000499384,0)
(0.00526816,0)
(0.000435092,0)
(0.00754791,0)
(0.00100405,0)
(0.00179799,0)
(0.0040102,0)
(0.00546554,0)
(0.00154582,0)
(0.004912,0)
(0.0135409,0)
(0.00040343,0)
(0.00992576,0)
(0.00903314,0)
(0.00418198,0)
(0.00203671,0)
(0.0100532,0)
(0.00078441,0)
(0.00267441,0)
(0.0016719,0)
(0.00271316,0)
(0.0122995,0)
(0.000798473,0)
(0.00280156,0)
(0.00456208,0)
(0.00473016,0)
(0.0020458,0)
(0.00640414,0)
(0.00176798,0)
(0.0062039,0)
(0.00372849,0)
(0.00278061,0)
(2559.98,0)
(0.0034187,0)
(0.00656066,0)
(0.00854,0)
(0.00692189,0)
(0.00381745,0)
(0.0076887,0)
(0.000318316,0)
(0.00207244,0)
(0.00860219,0)
(0.00891417,0)
(0.00614349,0)
(0.00672758,0)
(0.00191725,0)
(0.00116991,0)
(0.00208191,0)
(0.00453158,0)
(0.00825455,0)
(0.0101304,0)
(0.00653151,0)
(0.00517122,0)
(0.00422222,0)
(0.00754001,0)
(0.00406981,0)
(0.00800616,0)
(0.0052575,0)
(0.0111237,0)
(0.00422184,0)
(0.001327,0)
(0.00418498,0)
(0.0127528,0)
(0.00759418,0)
(0.00921635,0)
(0.0102702,0)
(0.000932016,0)
(0.00725209,0)
(0.00965174,0)
(0.0027441,0)
(0.00756321,0)
(0.00325632,0)
(0.00161746,0)
(0.00310496,0)
(0.00070593,0)
(0.00794736,0)
(0.00587134,0)
(0.00290432,0)
(0.0117317,0)
(0.0076335,0)
(0.00199697,0)
(0.00443403,0)
(0.0126832,0)
(0.00628174,0)
(0.00552794,0)
(0.00644938,0)
(0.00528183,0)
(0.00300837,0)
(0.00201606,0)
(0.00121135,0)
(0.00526871,0)
(0.0018527,0)
(0.00415858,0)
(0.00386223,0)
(0.00246068,0)
(0.00223586,0)
(0.0214413,0)
(0.00629385,0)
(0.000603991,0)
(0.00150488,0)
(0.000590968,0)
(0.00300862,0)
(0.00574204,0)
(0.000949523,0)
(0.000708384,0)
(0.00725501,0)
(0.000880753,0)
(0.000344345,0)
(0.000629371,0)
(0.00710685,0)
(0.00414094,0)
(0.0118195,0)
(0.0127853,0)
(0.00523691,0)
(0.00422888,0)
(0.00302887,0)
(0.00528059,0)
(0.00274352,0)
(0.0045342,0)
(0.00575247,0)
(0.000938485,0)
(0.00077828,0)
(0.00137262,0)
(0.00468495,0)
(0.00344134,0)
(0.00948559,0)
(0.00170872,0)
(0.00535425,0)
(0.00540138,0)
(0.00707672,0)
(0.009128,0)
(0.00897662,0)
(0.0181551,0)
(0.00120326,0)
(0.0059542,0)
(0.00578543,0)
(0.00271822,0)
(0.002274,0)
(0.00105893,0)
(0.00265257,0)
(0.00406826,0)
(0.00659289,0)
(0.0041993,0)
(0.00129347,0)
(6.19506e-05,0)
(0.000481979,0)
(0.00543656,0)
(0.00602659,0)
(0.00261939,0)
(0.00580459,0)
(0.00135503,0)
(0.00666518,0)
(0.0141166,0)
(0.000564028,0)
(0.000734884,0)
(0.00967261,0)
(0.00310121,0)
(25600,0)
(0.000976982,0)
(0.00233271,0)
(0.00437554,0)
(0.00189253,0)
