a[]: 
y array: 
Total: 
(2.36988e-13,0)
(0.000728266,0)
(0.000187993,0)
(7.18002e-05,0)
(0.000237875,0)
(0.000349639,0)
(0.000802119,0)
(0.00118871,0)
(0.000950154,0)
(0.000422991,0)
(4096,0)
(0.000315156,0)
(0.000474427,0)
(0.000655842,0)
(0.000458098,0)
(0.000579197,0)
(8.30116e-05,0)
(0.000605841,0)
(0.000926907,0)
(0.000239936,0)
(3584,0)
(0.000148438,0)
(0.00028219,0)
(0.000431066,0)
(0.000613771,0)
(0.000218417,0)
(0.000714153,0)
(0.000457738,0)
(0.000287098,0)
(0.00034046,0)
(0.000742717,0)
(4.20008e-05,0)
(0.000281494,0)
(0.000326141,0)
(4.50683e-05,0)
(1536,0)
(0.000814657,0)
(0.000510694,0)
(0.000177741,0)
(0.000262153,0)
(0.000119832,0)
(1.83581e-05,0)
(0.000432531,0)
(0.00024516,0)
(0.000508077,0)
(0.000538625,0)
(0.000199982,0)
(0.000327716,0)
(9.95495e-05,0)
(0.000383587,0)
(1024,0)
(0.000214718,0)
(0.000313555,0)
(0.000331699,0)
(0.000134317,0)
(0.000884691,0)
(0.00047359,0)
(0.000392881,0)
(0.00046953,0)
(0.000313222,0)
(3072,0)
(0.000203119,0)
(0.001072,0)
(0.000339421,0)
(0.000407307,0)
(0.00093366,0)
(0.000321138,0)
(0.000352299,0)
(0.000280536,0)
(0.000788227,0)
(0.000117373,0)
(0.000108415,0)
(0.00102183,0)
(0.000533134,0)
(0.000569117,0)
(0.000375267,0)
(0.000715845,0)
(0.000711112,0)
(0.00052795,0)
(0.000550596,0)
(0.000180483,0)
(0.000391303,0)
(0.000311057,0)
(0.000172723,0)
(2.0384e-05,0)
(0.000313316,0)
(0.000143422,0)
(0.000104754,0)
(0.000558627,0)
(4.3339e-05,0)
(0.000294847,0)
(0.000455875,0)
(6.74197e-05,0)
(0.000275062,0)
(0.000536831,0)
(0.0001378,0)
(0.00069926,0)
(0.000278381,0)
(0.000565486,0)
(5.72198e-05,0)
(0.000726699,0)
(0.000168947,0)
(0.000121579,0)
(0.000828011,0)
(0.000131455,0)
(0.000280719,0)
(0.000704579,0)
(0.000506867,0)
(0.00104892,0)
(0.00022581,0)
(0.000834235,0)
(0.000854541,0)
(0.000193411,0)
(0.000661717,0)
(0.000360503,0)
(0.000942956,0)
(5.03811e-05,0)
(0.00117404,0)
(6.1606e-05,0)
(0.000314358,0)
(9.96738e-05,0)
(0.000721896,0)
(0.000354646,0)
(0.000283185,0)
(0.000178114,0)
(0.00105768,0)
(0.000472704,0)
(0.000424731,0)
(0.00116665,0)
(0.000228461,0)
(0.000277964,0)
(0.000308042,0)
(1.82737e-06,0)
(3.52039e-05,0)
(0.000479593,0)
(0.000679002,0)
(0.000151533,0)
(0.000732023,0)
(0.000972843,0)
(0.000620408,0)
(0.000354687,0)
(0.000391742,0)
(0.000572691,0)
(4.20886e-06,0)
(0.000573022,0)
(0.00037176,0)
(0.000538303,0)
(0.000842203,0)
(6.667e-05,0)
(0.000430468,0)
(3.98933e-05,0)
(0.000368333,0)
(0.000600251,0)
(8.41004e-05,0)
(2.41721e-05,0)
(0.000704566,0)
(2.28097e-05,0)
(7.82244e-05,0)
(0.000717234,0)
(2.75352e-05,0)
(0.000316337,0)
(3.4484e-05,0)
(0.000340044,0)
(0.000337222,0)
(0.000573092,0)
(0.000683862,0)
(0.000392799,0)
(0.000142561,0)
(0.000103939,0)
(0.000224719,0)
(0.00050269,0)
(0.000365297,0)
(5.39582e-05,0)
(0.000184058,0)
(0.000200609,0)
(0.000127175,0)
(0.000626781,0)
(0.000228046,0)
(0.000446486,0)
(0.000616643,0)
(9.97961e-05,0)
(0.00053782,0)
(0.000234003,0)
(0.000143786,0)
(0.000835838,0)
(0.000374032,0)
(0.000368769,0)
(0.000785521,0)
(0.000353797,0)
(0.000585392,0)
(0.000870871,0)
(0.000774043,0)
(0.000547393,0)
(0.000561134,0)
(0.000772048,0)
(0.000745749,0)
(0.000269186,0)
(0.000487762,0)
(8.43999e-05,0)
(0.000593453,0)
(0.000870178,0)
(0.00107641,0)
(0.000564105,0)
(0.000953122,0)
(1.97976e-05,0)
(0.000574114,0)
(0.000226297,0)
(7.16781e-05,0)
(4.66494e-06,0)
(0.000242154,0)
(0.000402732,0)
(0.000936269,0)
(0.000128546,0)
(0.000294565,0)
(0.000181033,0)
(0.00020304,0)
(0.000314078,0)
(0.000355207,0)
(4.95391e-05,0)
(0.000336006,0)
(0.000103975,0)
(0.000111711,0)
(0.000212187,0)
(0.000646958,0)
(7.2176e-06,0)
(0.000116487,0)
(0.000394985,0)
(0.000299179,0)
(0.000200326,0)
(0.000188383,0)
(0.000161593,0)
(0.000882649,0)
(0.000129003,0)
(0.000752239,0)
(0.000466919,0)
