512
10
(-1.19722e-12,-0.00124969)
(1.17339e-12,0.00054292)
(-1.27023e-12,0.00277967)
(1.19152e-12,0.00101063)
(-1.16071e-12,-0.000612785)
(1.21651e-12,-0.000774203)
(-2.53212e-14,0.00461601)
(1.19559e-12,0.00199295)
(2.63924e-14,0.000586573)
(1.15143e-12,0.00223398)
(-1.53146e-12,0.0027057)
(1.17959e-12,-0.00294538)
(-1.46315e-12,0.00306146)
(1.15566e-12,-0.00375977)
(4.26905e-12,-17920)
(1.01028e-12,0.00108864)
(-1.23163e-12,0.00103552)
(1.177e-12,0.00440974)
(-8.83503e-13,-0.00163269)
(1.17573e-12,0.000977687)
(-2.06413e-12,0.00135372)
(1.20268e-12,-0.0012089)
(-6.45084e-12,0.00138708)
(1.17801e-12,-0.00282923)
(-1.21517e-12,-0.000619419)
(1.16161e-12,0.00285519)
(-1.05419e-12,0.00132132)
(1.17574e-12,-0.000739908)
(-7.73273e-13,0.000719882)
(1.11722e-12,0.000492462)
(-1.17815e-12,-0.00117344)
(1.19882e-12,0.0044287)
(-3.71508e-12,-0.00316021)
(1.17034e-12,-0.00218681)
(-1.16643e-12,0.000670064)
(1.16352e-12,0.000106824)
(-1.12961e-12,0.00460813)
(1.19337e-12,-0.00738303)
(5.81376e-13,0.00537126)
(1.22277e-12,0.000415795)
(-8.31826e-13,0.00296775)
(1.18322e-12,0.000937633)
(-5.55762e-12,-0.00214631)
(1.17253e-12,-0.00385176)
(-1.1447e-12,-0.00437469)
(1.28237e-12,-0.00223638)
(2.65362e-12,0.00630389)
(-4.45783e-13,-0.00311131)
(-1.07058e-12,0.00741674)
(1.16375e-12,-0.000863011)
(-6.632e-13,0.00386735)
(1.19659e-12,-0.00280358)
(-1.0353e-11,0.00189626)
(1.17748e-12,-0.000467563)
(-1.86011e-12,-0.00560899)
(1.18529e-12,0.00185081)
(-1.12171e-12,0.00121258)
(1.15769e-12,0.00382511)
(-9.90619e-13,0.00503919)
(1.18325e-12,0.000533711)
(-4.69694e-13,0.000860466)
(1.10229e-12,0.000390906)
(-1.17815e-12,0.00078)
(1.20874e-12,0.00286907)
(-1.08518e-12,0.0031505)
(1.16691e-12,0.00314386)
(-1.0899e-12,0.0014551)
(1.15824e-12,0.0034638)
(-8.91673e-13,0.00397856)
(1.20362e-12,0.00310526)
(-8.7915e-13,0.0027058)
(1.19583e-12,0.00460344)
(-4.6558e-13,-0.00369502)
(1.16931e-12,-0.000892841)
(-1.40557e-12,0.00209023)
(1.1574e-12,-0.000742953)
(-1.37545e-12,0.00341442)
(1.50609e-12,0.00189698)
(-9.69557e-13,0.000526108)
(1.0706e-12,0.00379885)
(-1.16856e-12,0.00454122)
(1.1656e-12,-0.000487901)
(-5.80276e-14,-0.00456839)
(1.17575e-12,-0.00455817)
(-1.63283e-12,-0.0026749)
(1.18919e-12,0.00146395)
(-1.27845e-12,-0.00211909)
(1.17095e-12,0.00272667)
(-1.31969e-12,0.00113906)
(1.17929e-12,0.00189178)
(-1.10568e-12,0.00219993)
(1.19243e-12,-0.00205979)
(-3.73523e-13,-0.00542056)
(1.09175e-12,-0.000879966)
(-1.17815e-12,-0.00161985)
(1.18368e-12,0.00319377)
(-1.08099e-12,-0.0064175)
(1.1694e-12,-0.00115599)
(-1.21775e-12,0.000976485)
(1.15338e-12,-0.00117573)
(-1.05556e-12,-0.000103912)
(1.13869e-12,0.00222957)
(5.48428e-13,-0.0076643)
(1.18612e-12,-0.000955753)
(-9.96858e-13,-6.07672e-05)
(1.17223e-12,-0.000319476)
(-1.35795e-12,-0.00238519)
(1.1805e-12,-0.0079002)
(-1.39829e-12,0.00339035)
(1.22642e-12,-0.00285933)
(-3.89686e-12,0.0019202)
(1.06924e-12,0.000228461)
(-1.12631e-12,-0.0053722)
(1.16156e-12,-0.00236969)
(-1.20112e-12,-0.00466534)
(1.17665e-12,-0.00214039)
(-1.33829e-12,-0.00104308)
(1.2116e-12,-0.00383156)
(-1.4417e-12,-0.000433612)
(1.19104e-12,-0.00136498)
(-1.2866e-12,0.00190252)
(1.16545e-12,-0.00145827)
(-1.17003e-12,-0.00166345)
(1.18013e-12,0.00202426)
(-9.33446e-13,-0.00701966)
(1.17124e-12,0.00269732)
(-1.17815e-12,-0.00537917)
(1.1731e-12,0.00270648)
(-1.22276e-12,-0.00269224)
(1.16639e-12,-0.000364336)
(-1.13473e-12,-0.00123252)
(1.18698e-12,0.00165294)
(-1.09078e-12,-0.00316989)
(1.20718e-12,0.00628525)
(-9.88382e-13,-0.000235203)
(1.17724e-12,0.00251611)
(-8.56648e-13,-0.00482185)
(1.16674e-12,0.000604741)
(-1.1637e-12,-0.0054099)
(1.18637e-12,0.0010898)
(-1.26178e-12,0.000971546)
(1.06744e-12,0.00424258)
(6.27501e-12,-0.00327674)
(1.20783e-12,0.000818382)
(-1.14373e-12,0.00176422)
(1.18385e-12,-0.000812158)
(-1.35537e-12,-0.00423916)
(1.16713e-12,0.000196754)
(-1.70378e-12,-0.00588513)
(1.198e-12,0.00195124)
(-4.45375e-12,0.00198411)
(1.18098e-12,-0.00108457)
(-1.15426e-12,0.00146125)
(1.16397e-12,-0.00348626)
(-1.16099e-12,-0.00149112)
(1.17938e-12,0.00156358)
(-1.19094e-12,-0.00686559)
(1.18929e-12,0.00151975)
(-1.17815e-12,-0.00734336)
(1.15289e-12,7.29672e-05)
(-2.25995e-12,-0.000648253)
(1.18277e-12,-0.00390004)
(-1.23214e-12,0.00138339)
(1.17509e-12,-0.00162583)
(-1.1061e-12,-0.0017309)
(1.21272e-12,0.0023678)
(-1.07366e-12,-0.00955058)
(1.1876e-12,-0.000539029)
(-9.06189e-13,-0.0048301)
(1.17323e-12,-0.00495921)
(-3.08418e-12,-0.00161024)
(1.19512e-12,-0.00029995)
(-1.343e-12,0.00304174)
(1.1745e-12,-0.00138136)
(-3.28518e-13,0.00121619)
(4.32632e-13,-0.00200599)
(-1.08737e-12,-0.00556862)
(1.17099e-12,-0.00531591)
(-1.04244e-12,-0.00408652)
(1.15837e-12,-0.00299425)
(-4.13223e-12,0.000339104)
(1.1492e-12,0.000233576)
(-1.07225e-12,0.005173)
(1.17025e-12,-0.00299424)
(-1.29533e-12,-9.07868e-05)
(1.18097e-12,-0.00318507)
(-1.11893e-12,-0.000529595)
(1.17978e-12,-0.00272312)
(-1.19961e-12,-0.006604)
(1.17872e-12,-0.000365344)
(-1.17815e-12,0)
(1.22062e-12,0.000365344)
(-1.08546e-12,0.006604)
(1.15761e-12,0.00272312)
(-1.16865e-12,0.000529595)
(1.18031e-12,0.00318507)
(-1.55197e-12,9.07868e-05)
(1.18981e-12,0.00299424)
(-1.11889e-12,-0.005173)
(1.15997e-12,-0.000233576)
(-8.67288e-13,-0.000339104)
(1.1752e-12,0.00299425)
(-9.20684e-13,0.00408652)
(1.18336e-12,0.00531591)
(-1.2774e-12,0.00556862)
(1.24688e-12,0.00200599)
(-9.40932e-13,-0.00121619)
(1.21463e-12,0.00138136)
(-1.26428e-12,-0.00304174)
(1.16452e-12,0.00029995)
(-9.49e-13,0.00161024)
(1.1734e-12,0.00495921)
(-7.83752e-13,0.0048301)
(1.18306e-12,0.000539029)
(-7.25305e-13,0.00955058)
(1.19512e-12,-0.0023678)
(-1.19515e-12,0.0017309)
(1.18342e-12,0.00162583)
(-1.22034e-12,-0.00138339)
(1.18896e-12,0.00390004)
(-6.57677e-13,0.000648253)
(1.17021e-12,-7.29672e-05)
(-1.17815e-12,0.00734336)
(1.15479e-12,-0.00151975)
(-1.07992e-12,0.00686559)
(1.17734e-12,-0.00156358)
(-1.16593e-12,0.00149112)
(1.19501e-12,0.00348626)
(-1.26705e-12,-0.00146125)
(1.19865e-12,0.00108457)
(9.0374e-13,-0.00198411)
(1.15869e-12,-0.00195124)
(-1.51498e-12,0.00588513)
(1.17418e-12,-0.000196754)
(-6.1571e-13,0.00423916)
(1.19346e-12,0.000812158)
(-1.14865e-12,-0.00176422)
(1.13206e-12,-0.000818382)
(4.28363e-12,0.00327674)
(1.30495e-12,-0.00424258)
(-1.20473e-12,-0.000971546)
(1.18309e-12,-0.0010898)
(-1.28419e-12,0.0054099)
(1.18299e-12,-0.000604741)
(-9.58534e-13,0.00482185)
(1.20436e-12,-0.00251611)
(-7.14532e-13,0.000235203)
(1.21313e-12,-0.00628525)
(-1.33653e-12,0.00316989)
(1.16589e-12,-0.00165294)
(-1.24304e-12,0.00123252)
(1.18843e-12,0.000364336)
(-1.42818e-12,0.00269224)
(1.17495e-12,-0.00270648)
(-1.17815e-12,0.00537917)
(1.23395e-12,-0.00269732)
(-1.37588e-12,0.00701966)
(1.16797e-12,-0.00202426)
(-1.19391e-12,0.00166345)
(1.18163e-12,0.00145827)
(-1.20706e-12,-0.00190252)
(1.19267e-12,0.00136498)
(-1.32647e-12,0.000433612)
(1.16076e-12,0.00383156)
(-1.4709e-12,0.00104308)
(1.17198e-12,0.00214039)
(-9.46672e-13,0.00466534)
(1.17872e-12,0.00236969)
(-1.12023e-12,0.0053722)
(1.11122e-12,-0.000228461)
(-1.18792e-12,-0.0019202)
(1.2733e-12,0.00285933)
(-1.19709e-12,-0.00339035)
(1.17463e-12,0.0079002)
(-1.27012e-12,0.00238519)
(1.19753e-12,0.000319476)
(-9.18048e-13,6.07672e-05)
(1.19745e-12,0.000955753)
(5.72879e-12,0.0076643)
(1.1901e-12,-0.00222957)
(-1.0094e-12,0.000103912)
(1.19e-12,0.00117573)
(-1.20597e-12,-0.000976485)
(1.1638e-12,0.00115599)
(-1.1241e-12,0.0064175)
(1.18702e-12,-0.00319377)
(-1.17815e-12,0.00161985)
(1.17624e-12,0.000879966)
(2.60578e-12,0.00542056)
(1.16226e-12,0.00205979)
(-1.13103e-12,-0.00219993)
(1.18136e-12,-0.00189178)
(-1.22621e-12,-0.00113906)
(1.1964e-12,-0.00272667)
(-1.48967e-12,0.00211909)
(1.19106e-12,-0.00146395)
(-1.30706e-12,0.0026749)
(1.16764e-12,0.00455817)
(4.39148e-12,0.00456839)
(1.18163e-12,0.000487901)
(-1.04098e-12,-0.00454122)
(1.08385e-12,-0.00379885)
(2.38159e-12,-0.000526108)
(3.35741e-12,-0.00189698)
(-1.19875e-12,-0.00341442)
(1.18333e-12,0.000742953)
(-1.50242e-12,-0.00209023)
(1.18165e-12,0.000892841)
(1.0274e-11,0.00369502)
(1.20798e-12,-0.00460344)
(-2.79392e-13,-0.0027058)
(1.1431e-12,-0.00310526)
(-1.11488e-12,-0.00397856)
(1.18391e-12,-0.0034638)
(-1.30951e-12,-0.0014551)
(1.18865e-12,-0.00314386)
(-1.4708e-12,-0.0031505)
(1.21916e-12,-0.00286907)
(-1.17815e-12,-0.00078)
(1.16628e-12,-0.000390906)
(-1.16549e-12,-0.000860466)
(1.17508e-12,-0.000533711)
(-1.14242e-12,-0.00503919)
(1.15982e-12,-0.00382511)
(-1.12701e-12,-0.00121258)
(1.15312e-12,-0.00185081)
(-1.30582e-12,0.00560899)
(1.17058e-12,0.000467563)
(-2.17849e-12,-0.00189626)
(1.18337e-12,0.00280358)
(-5.55781e-13,-0.00386735)
(1.18526e-12,0.000863011)
(-1.12923e-12,-0.00741674)
(8.73971e-13,0.00311131)
(2.41093e-12,-0.00630389)
(1.34014e-12,0.00223638)
(-1.45149e-12,0.00437469)
(1.17816e-12,0.00385176)
(-2.97684e-12,0.00214631)
(1.16917e-12,-0.000937633)
(1.6953e-13,-0.00296775)
(1.15487e-12,-0.000415795)
(-9.18904e-13,-0.00537126)
(1.1332e-12,0.00738303)
(-1.23439e-12,-0.00460813)
(1.18897e-12,-0.000106824)
(-1.40166e-12,-0.000670064)
(1.17275e-12,0.00218681)
(-2.53345e-12,0.00316021)
(1.24179e-12,-0.0044287)
(-1.17815e-12,0.00117344)
(1.15465e-12,-0.000492462)
(-3.82311e-13,-0.000719882)
(1.19651e-12,0.000739908)
(-1.20519e-12,-0.00132132)
(1.18046e-12,-0.00285519)
(-1.51388e-12,0.000619419)
(1.18194e-12,0.00282923)
(-4.19792e-12,-0.00138708)
(1.18782e-12,0.0012089)
(-1.66862e-12,-0.00135372)
(1.1819e-12,-0.000977687)
(5.1092e-13,0.00163269)
(1.17824e-12,-0.00440974)
(-1.0671e-12,-0.00103552)
(1.00701e-12,-0.00108864)
(-2.07788e-12,17920)
(1.68588e-12,0.00375977)
(-1.13635e-12,-0.00306146)
(1.17015e-12,0.00294538)
(-1.7514e-12,-0.0027057)
(1.19744e-12,-0.00223398)
(1.19821e-12,-0.000586573)
(1.20226e-12,-0.00199295)
(2.21247e-12,-0.00461601)
(1.15062e-12,0.000774203)
(-9.87916e-13,0.000612785)
(1.16909e-12,-0.00101063)
(-1.41399e-12,-0.00277967)
(1.16306e-12,-0.00054292)
(-1.93172e-12,0.00124969)
(1.24398e-12,0.00106999)
(-1.17815e-12,-0.000768832)
(1.17305e-12,-0.00340969)
(-1.2307e-12,-0.002969)
(1.18346e-12,-0.000621417)
(-1.17747e-12,-0.00127583)
(1.18554e-12,-0.00407853)
(-1.32753e-12,-0.00782721)
(1.18639e-12,0.0034087)
(-1.98265e-12,0.000686044)
(1.21547e-12,0.00101301)
(-2.07749e-12,-0.00269131)
(1.1747e-12,-0.00185015)
(1.55832e-13,-0.000733394)
(1.17128e-12,0.00097889)
(-1.1433e-12,0.00613599)
(1.08475e-12,-0.00105382)
(-1.50173e-11,-0.00630057)
(1.76059e-12,0.00352218)
(-1.19716e-12,-0.00287613)
(1.19011e-12,0.00420594)
(-1.65125e-12,-0.00503592)
(1.17672e-12,0.00553744)
(2.28588e-12,-0.0049801)
(1.15213e-12,0.00285225)
(9.37215e-14,10240)
(1.19344e-12,0.00165542)
(-9.71401e-13,0.000612905)
(1.17567e-12,-0.00403589)
(-1.90829e-12,-0.000101298)
(1.18507e-12,0.0019474)
(-1.64561e-12,-0.00103344)
(1.28809e-12,0.0064421)
(-1.17815e-12,-0.00614305)
(1.13402e-12,0.00140991)
(-1.57783e-12,5120)
(1.16764e-12,-0.00187769)
(-1.13985e-12,0.00332377)
(1.17745e-12,-0.00548669)
(-1.84872e-12,0.00348295)
(1.18598e-12,0.000671321)
(-2.1338e-12,0.00214945)
(1.17044e-12,-0.000602542)
(-3.07726e-12,0.00164156)
(1.1782e-12,0.00149718)
(-1.26519e-12,7680)
(1.16929e-12,-0.00169943)
(-6.81158e-13,-0.00204252)
(6.8119e-13,0.00196453)
(-5.74224e-12,0.00105346)
(1.00107e-12,2560)
(-1.10028e-12,-0.000301081)
(1.17004e-12,-0.00358077)
(-3.24821e-12,0.00264457)
(1.17523e-12,0.0044326)
(-1.85849e-12,12800)
(1.17079e-12,-0.00148242)
(-4.33044e-12,-0.00177348)
(1.16917e-12,0.00461001)
(1.58501e-13,-0.000669499)
(1.1706e-12,0.000145559)
(-2.83961e-13,-0.00101881)
(1.18629e-12,-0.000946599)
(-3.46946e-12,-0.00143441)
(1.71792e-12,0.00428308)
